FSO_Att,RFL_Att,AbsoluteHumidity,AbsoluteHumidityMax,AbsoluteHumidityMin,Distance,Frequency,Particulate,ParticulateMax,ParticulateMin,RainIntensity,RainIntensityMax,RainIntensityMin,RelativeHumidity,SYNOPCode,Temperature,TemperatureDifference,TemperatureMax,TemperatureMin,Time,Visibility,VisibilityMax,VisibilityMin,WindDirection,WindSpeed,WindSpeedMax,WindSpeedMin
11.63331511,7.21766035732305,14.21526104,15.2095270846683,13.9410812798756,2957.214509,73500000000,0.0,0.0,0.0,0.0,0.0,0.0,94.6861519799643,3,17.62255655,-0.53,18.171052310866,16.0649351534148,19,3578.017875,3828.21518208635,3495.01193400828,120.026388752005,0.023234011,0.094392684,0.0209989252763035
9.216350657,5.42478159410927,14.03038775,14.3221792796587,14.0058191634107,2964.466939,83500000000,0.0,0.0,0.0,0.0,0.0,0.0,94.3500384784391,3,17.46285261,-0.52,17.4855867614294,15.8215404095241,19,12789.12313,13352.9195982696,11922.0856892919,75.6459618818174,0.0,0.118971165,0.0
9.265006328,5.71905845639394,14.00041413,14.4064179477446,13.8417466590507,2958.108738,73500000000,0.0,0.0,0.0,0.0,0.0,0.0,94.0822218377645,3,17.4746371,-0.5,18.1288800577078,16.3063301091486,19,18361.21072,19531.9994158068,17473.7338534245,115.300702555499,0.0,0.0,0.0
9.183325555,5.52824156917378,13.91540813,14.7297269403904,13.0990942086879,2964.543546,83500000000,0.0,0.0,0.0,0.0,0.0,0.0,94.3855572738791,3,17.31888758,-0.57,18.3270861871059,17.0222159310714,19,8529.805212,9046.79499252082,8076.75669786607,32.4323333074692,0.0,0.040745253,0.0
8.960735409,5.340896554228,13.91886937,14.5820320337579,13.3158869385707,2960.242984,73500000000,0.0,0.0,0.0,0.0,0.0,0.0,94.4962829541799,3,17.3034433,-0.53,18.5950338032971,17.1621756604785,19,35783.06587,37562.1269767153,34214.0044999343,49.3826383485859,0.0,0.22886962,0.0
16.01703689,5.60427091432008,13.92010093,14.9426438583617,12.8605833264421,2963.703864,73500000000,0.0,0.0,0.0,0.0,0.0,0.0,95.3991647367998,3,17.14603941,-0.5,17.4648117084527,16.0375887718001,19,289.4926536,297.659794702891,267.494248375693,98.125776788146,0.457711819,1.019757052,0.429592973138755
26.44397872,6.01878290913645,12.55664829,13.3149974444755,11.8568728043797,2955.703644,83500000000,0.0,0.0,0.0,0.0,0.0,0.0,97.7020772233881,3,15.04412852,-0.9,15.5937183623471,14.8057265097296,16,972.4006331,973.516684699536,897.374954606305,101.292244919893,0.032917218,0.063592334,0.0305186560353472
25.99169402,6.41195771100357,12.64152018,12.925510626227,12.3526983090886,2958.360765,73500000000,0.0,0.0,0.0,0.0,0.0,0.0,98.0677847032709,3,15.09340586,-0.9,16.1760796734439,14.2218884386723,16,726.1129502,751.583562067581,718.711543823436,85.9357152250303,0.009557345,0.017992195,0.0086531413171789
25.32112543,6.25712338287401,12.88454918,13.5491666961777,11.8466074900202,2961.781971,83500000000,0.0,0.0,0.0,0.0,0.0,0.0,99.4316168821991,3,15.17936725,-0.65,16.0918283653607,14.9498270594575,17,1305.46815,1427.49160569574,1229.01232638051,31.3276689782701,0.011335996,0.029056014,0.0112888897723915
20.71115133,6.64375155676366,12.88586352,14.0958437142213,11.6495159666605,2960.902266,73500000000,0.0,0.0,0.0,0.0,0.0,0.0,98.5173066626186,3,15.33299771,-0.6,15.9911886407334,14.0484179206125,17,3100.774947,3175.46865140253,3057.0625062811,91.5342957205961,0.135367418,0.334780584,0.132001798222405
24.53400504,6.57669383455554,12.42897043,13.0173000634195,12.3529863223848,2960.32374,83500000000,0.0,0.0,0.0,0.0,0.0,0.0,99.2134815871797,3,14.62492406,-0.75,15.9759525358216,14.0582714935624,18,917.4116939,966.341599381145,850.475325775522,89.3435403509842,0.083815151,0.209262297,0.0822667890458657
25.18070114,6.94562958627167,12.21616399,12.8830722007576,11.7016211444205,2962.429988,73500000000,0.0,0.0,0.0,0.0,0.0,0.0,98.5787295998094,3,14.44744968,-0.8,14.681017680921,13.3986721269108,18,1010.907452,1029.07658227508,923.933817701023,85.5037385888387,0.012418162,0.033935079,0.0122903643035232
24.53607669,6.20595323072623,12.19266512,12.4066521700182,11.4588134767778,2961.732542,83500000000,0.0,0.0,0.0,0.0,0.0,0.0,98.4762533381241,3,14.43298108,-0.8,15.8426677583871,14.3338997232461,18,826.7725735,858.191334761758,750.089023306927,89.7034018498095,0.014363235,0.03448542,0.0134077232288805
23.77284954,7.14769835412397,12.32026683,12.4928841199507,11.2453894595746,2961.68533,73500000000,0.0,0.0,0.0,0.0,0.0,0.0,99.5628659578515,3,14.42378529,-0.8,14.585135381183,13.3120636309822,18,841.9737753,885.704463666296,841.820402192057,91.1824357214497,0.142492819,0.297889681,0.136887344755637
24.54443982,6.53635196802592,12.31436693,13.2709537290509,12.1084917096746,2959.459525,83500000000,0.0,0.0,0.0,0.0,0.0,0.0,99.787121012356,3,14.37920413,-0.78,15.7886971130074,14.2138765603969,18,1094.062408,1165.31800666772,1071.22086389716,49.5225880716862,0.108934992,0.159719536,0.106676965940695
23.99450093,7.29573760940185,12.30556581,13.1979727512103,12.2521930175155,2960.013074,73500000000,0.0,0.0,0.0,0.0,0.0,0.0,99.5265823468238,3,14.41023284,-0.6,15.2005689632431,14.1234884669089,18,1595.981558,1709.96117495179,1495.4222344695,94.4026102236336,0.163471598,0.349871419,0.160477636569007
30.54338527,6.02968441712075,13.2885595,13.4383214385072,12.3074139116492,2959.104832,73500000000,0.0,0.0,0.0,0.0,0.0,0.0,97.5858849587816,3,15.99758567,-0.4,16.2189933117561,15.2388348270104,15,849.0426888,899.163408706084,815.554974125292,96.9535526490073,0.079298959,0.171429656,0.0758591308787462
29.99311308,5.72183390931327,13.42081747,13.9375479199324,12.9702153765987,2957.46195,83500000000,0.0,0.0,0.0,0.0,0.0,0.0,98.6996873238482,3,15.9736729,-0.48,17.4937118838088,14.6881963754426,15,758.7767331,805.24678607121,745.725623152121,102.081599386686,0.272306376,0.727747775,0.248607518726157
29.07599633,5.98428149138253,13.29322932,13.9288588895029,12.5311367738762,2963.417231,73500000000,0.0,0.0,0.0,0.0,0.0,0.0,97.5186427017771,3,16.01480564,-0.53,16.2753259498183,15.9008982167786,15,1136.84158,1246.82615775171,1122.62017141875,89.2751087314992,0.233735253,0.668934772,0.228367524699597
22.67574508,6.03323050309441,13.3638829,14.1340119199292,12.1873661597899,2960.868664,83500000000,0.0,0.0,0.0,0.0,0.0,0.0,99.0140413745027,3,15.85079864,-0.59,16.3797069407186,15.3863867622442,15,406.9226211,440.007013869494,379.172069258941,88.546578308529,0.382166733,1.192730439,0.36229891496353
29.02776579,6.26844770942819,13.56685094,13.7364018640619,12.2575231599481,2957.041931,73500000000,0.0,0.0,0.0,0.0,0.0,0.0,98.7847102690204,3,16.13857093,-0.3,16.7989018776047,15.1638173328938,15,1153.433161,1229.72329252046,1052.63279101131,54.7868075046426,0.11537894,0.26183048,0.104290029659767
25.71131882,5.69915828563248,13.59267184,14.0845821507011,13.4653906864155,2956.257693,83500000000,0.0,0.0,0.0,0.0,0.0,0.0,98.5314106366898,3,16.21261853,-0.19,16.8642101684759,15.7642068998211,15,2155.626534,2365.40862497374,2103.55460480963,102.189204509653,0.019554634,0.033867814,0.0186051114188694
31.60162796,5.9964889484443,13.47346091,14.8048248519465,12.381059005479,2962.541943,83500000000,0.0,0.0,0.0,0.0,0.0,0.0,98.8411800941135,3,16.01474452,0.1,17.3613941899716,15.5300279329681,16,992.0297692,999.574206161802,990.358713890655,110.676449944417,0.150727701,0.259303945,0.142015599964907
31.9667457,6.82055158351004,13.55743891,13.94670277008,12.7101181453978,2964.455552,73500000000,0.0,0.0,0.0,0.0,0.0,0.0,99.2699731432756,3,16.04593696,0.14,16.75661846736,15.0958859568331,16,1185.212255,1285.73360279434,1074.76141285893,88.3307668193294,0.040841744,0.104834863,0.0388256336361594
31.53655069,6.12468119532337,13.59634724,13.8581061281149,13.3123895112601,2957.067544,83500000000,0.0,0.0,0.0,0.0,0.0,0.0,100.0,3,15.96753312,0.15,16.2437918627256,15.8073274426871,16,1304.327891,1361.81756490353,1277.15901541948,90.6154267626227,0.030074142,0.079634468,0.0271647417890798
31.64603347,6.43039832129316,13.44324287,13.8802090643877,12.542799920696,2959.646273,73500000000,0.0,0.0,0.0,0.0,0.0,0.0,98.0249229854202,3,16.11485709,0.06,16.4802404384317,15.5389290108243,16,982.0223363,1035.80728558016,918.159926660733,97.5370118574038,0.053406779,0.180422344,0.0510503437384814
31.01822937,5.94270905709696,13.34391109,13.7780089433266,12.5199397779061,2956.232799,83500000000,0.0,0.0,0.0,0.0,0.0,0.0,98.1300952969531,3,15.97434812,0.0,17.5424031619994,14.6438492456491,16,1451.504016,1457.88759182014,1371.04062008713,92.112932756086,0.051977241,0.227998443,0.0489187728034644
30.3962424,6.64043945357364,13.44219631,13.5971788468836,12.2180978813959,2955.305415,73500000000,0.0,0.0,0.0,0.0,0.0,0.0,99.1796388375677,3,15.91976623,-0.19,17.4723813381921,14.9889555058181,16,1519.447908,1568.66609248949,1371.16130219039,82.4690029506882,0.190332249,0.420939656,0.185433835286474
24.06610627,7.79555356640917,14.13965278,14.4608499591809,13.3044684307931,2963.088858,73500000000,0.0,0.0,0.0,0.0,0.0,0.0,99.3822288426022,3,16.72505502,0.02,17.2492852458619,16.2495194639734,19,553.009216,591.888707192085,533.354275376835,97.0551369745749,0.103060901,0.379274192,0.0940693096676073
25.83522803,6.45335391057076,13.98475629,15.0914039149564,13.2706475288841,2958.020626,83500000000,0.0,0.0,0.0,0.0,0.0,0.0,98.5846773148708,3,16.67584183,-0.04,17.2615013811546,16.1360711001523,19,654.6806679,712.321994648472,650.082299575877,91.9496324909646,0.212740404,0.647087334,0.198991849602505
27.15254142,7.86994821731866,14.01357874,14.0409541371384,12.8768964414669,2960.490517,73500000000,0.0,0.0,0.0,0.0,0.0,0.0,99.3736062673562,3,16.57753362,-0.1,17.8177289588706,16.4793909156585,19,731.4845472,755.585312830273,728.144466738709,58.8890632733753,0.085950996,0.362661119,0.0858752341043342
27.03286137,6.9938896781737,14.06245795,14.5082785501486,12.7389953607014,2955.047414,83500000000,0.0,0.0,0.0,0.0,0.0,0.0,99.612883056495,3,16.59543681,-0.1,17.3374860248408,15.082596816659,19,903.5221184,912.827615500563,875.106282667576,121.512442912477,0.2858922,0.654550645,0.265514725383819
26.47246143,7.84318905435711,13.9842053,14.2045935508012,13.2286239288825,2963.586915,73500000000,0.0,0.0,0.0,0.0,0.0,0.0,99.7223172595448,3,16.4844613,-0.17,16.8340920242082,15.4258969110494,19,1659.945912,1715.39892185337,1534.3375959602,80.9677238358024,0.187279322,0.325454972,0.173553768906295
23.5550978,6.39707891021431,13.84670269,14.8836915289961,13.3792161670998,2955.428309,83500000000,0.0,0.0,0.0,0.0,0.0,0.0,98.1075552824434,3,16.59153942,-0.24,17.6304920072665,15.5526927614839,19,2222.918942,2339.47080006263,2082.7409871783,84.0802488368299,0.080531071,0.129473022,0.0748244034748873
5.576998912,12.0347538680103,6.156760307,6.50367043867008,5.81950162165264,2014.987863,83500000000,0.0,0.0,0.0,0.0,0.0,0.0,80.0932731865015,3,6.878968103,2.845,7.04585709319539,6.41116828480882,8,5655.264757,6155.35004465095,5541.1226833196,51.2461464646862,0.0,0.0,0.0
3.893046411,11.2878366746082,6.024811106,6.57933643980163,5.83236757222994,2017.182953,73500000000,0.0,0.0,0.0,0.0,0.0,0.0,74.9279957075139,3,7.572574638,3.427,7.79775625274975,7.06671408924555,8,8200.391025,8651.1654716497,8116.77673305674,82.785932141391,0.0,0.172093879,0.0
7.025618266,12.4624991007546,6.65324108,7.15566117445942,6.14837036962707,2018.65438,73500000000,0.0,0.0,0.0,0.0,0.0,0.0,97.462002340021,3,5.067913736,1.143,5.34394924107146,4.57202537944962,4,55631.63664,56022.0512974018,51074.9709099687,93.3782134032756,0.093467025,0.354501133,0.0920487795272033
6.781420988,12.4452731310028,7.018198019,7.40138219142466,6.6040538084205,2014.003464,83500000000,0.0,0.0,0.0,0.0,0.0,0.0,99.8203577474961,3,5.515307845,1.703,5.79025946725323,5.51114199382233,4,58986.46425,59866.3196263854,53239.9991024514,129.556116551393,0.041513678,1.635058738,0.0407502488717944
9.150662776,11.9929128492393,5.397993659,5.453414170468,4.93275336576485,2021.711736,73500000000,0.0,0.0,0.0,0.0,0.0,0.0,99.0387238163031,3,1.706645833,0.95,1.79359489755442,1.56785488732536,5,273.4477492,281.936556948915,258.620481216824,85.7220485632805,0.593975761,3.617691018,0.579211501307938
7.863020701,11.4491588387837,5.408131372,5.70815856110637,5.40496367903231,2017.670836,83500000000,0.0,0.0,0.0,0.0,0.0,0.0,99.3518198442617,3,1.687801074,0.8,1.85334276429823,1.58883801848364,6,2351.072949,2454.75386390801,2256.43096152958,99.9163651512056,0.0,0.742158474,0.0
8.454946891,11.42244658473,5.392257536,5.87352330637986,5.19754678597643,2017.624441,73500000000,0.0,0.0,0.0,0.0,0.0,0.0,99.2351177638765,3,1.661834484,0.8,1.80802666635641,1.55258976967539,6,2209.420378,2323.89258687316,2040.96361150474,45.9754392877846,0.0,1.505911586,0.0
